"Honorific.Title","First.Name","Last.Name","Constituency","Province...Territory","Political.Affiliation","Start.Date","End.Date","DirectWebPage","MP_at","Rols","Email","Website","HillOfficeAddressInfo","HillOfficePhoneFaxInfo","MainOfficeAddressInfo","MainOfficePhoneFaxInfo"
"","Peter","Fragiskatos","London North Centre","Ontario","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/peter-fragiskatos(88827)","London North Centre, Ontario
","Parliamentary Secretary to the Minister of Housing, Infrastructure and Communities
","peter.fragiskatos@parl.gc.ca","http://peterfragiskatos.libparl.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-0805
                    Fax: 613-992-9613
                ","
                    Main office -  London 
                    231 Hyman Street 
                    London, Ontario 
                    N6A 1N6 ","
                    Telephone:  519-663-9777 
Fax:  519-663-2238 "
"Hon.","Sean","Fraser","Central Nova","Nova Scotia","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/sean-fraser(88316)","Central Nova, Nova Scotia
","Minister of Housing, Infrastructure and Communities
","sean.fraser@parl.gc.ca","http://www.seanfrasermp.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-6022
                    Fax: 613-992-2337
                ","
                     Antigonish 
                    155 Main Street 
Suite 200 
                    Antigonish, Nova Scotia 
                    B2G 2B6 ","
                    Telephone:  902-867-2919 
Fax:  902-735-7103 "
"Hon.","Chrystia","Freeland","University—Rosedale","Ontario","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/chrystia-freeland(84665)","University—Rosedale, Ontario
","Minister of Finance
                        Deputy Prime Minister
","chrystia.freeland@parl.gc.ca","http://www.chrystiafreelandmp.com","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-5234
                    Fax: 613-996-9607
                ","
                    Main office -  Toronto 
                    344 Bloor Street West 
Suite 510 
                    Toronto, Ontario 
                    M5S 3A7 ","
                    Telephone:  416-928-1451 
Fax:  416-928-2377 "
"Hon.","Hedy","Fry","Vancouver Centre","British Columbia","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/hedy-fry(1589)","Vancouver Centre, British Columbia
","
                CHPCStanding Committee on Canadian Heritage
            
            
                SCHPSubcommittee on Agenda and Procedure of the Standing Committee on Canadian Heritage
            
    ","hedy.fry@parl.gc.ca","http://www.hedyfry.com","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-3213
                    Fax: 613-995-0056
                ","
                    Main office -  Vancouver 
                    1030 Denman Street
 
Suite 112 
                    Vancouver, British Columbia 
                    V6G 2M6 ","
                    Telephone:  604-666-0135 
Fax:  604-666-0114 "
"","Iqwinder","Gaheer","Mississauga—Malton","Ontario","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/iqwinder-gaheer(110534)","Mississauga—Malton, Ontario
","
                SECUStanding Committee on Public Safety and National Security
            
            
                INDUStanding Committee on Industry and Technology
            
    ","iqwinder.gaheer@parl.gc.ca"," ","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-995-7784
                    Fax: 613-996-9817
                ","
                    Main office -  Mississauga 
                    440-5975 Whittle Rd 
                    Mississauga, Ontario 
                    L4Z 3N1 ","
                    Telephone:  905-890-9012 
Fax:  905-890-7551 "
"","Anna","Gainey","Notre-Dame-de-Grâce—Westmount","Quebec","Liberal","2023-06-19 12:00:00 AM",NA,"/members/en/anna-gainey(115736)","Notre-Dame-de-Grâce—Westmount, Quebec
","
                CHPCStanding Committee on Canadian Heritage
            
            
                INANStanding Committee on Indigenous and Northern Affairs
            
    ","anna.gainey@parl.gc.ca"," ","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-996-7267
                    Fax: 613-995-8632
                "," "," "
"","Cheryl","Gallant","Renfrew—Nipissing—Pembroke","Ontario","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/cheryl-gallant(1809)","Renfrew—Nipissing—Pembroke, Ontario
","
                NDDNStanding Committee on National Defence
            
    ","cheryl.gallant@parl.gc.ca","http://cherylgallant.com","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-7712
                    Fax: 613-995-2561
                ","
                    Main office -  Pembroke 
                    84 Isabella Street 
1st Floor 
                    Pembroke, Ontario 
                    K8A 5S5 ","
                    Telephone:  613-732-4404 
Fax:  613-732-4697 "
"","Jean-Denis","Garon","Mirabel","Quebec","Bloc Québécois","2021-09-20 12:00:00 AM",NA,"/members/en/jean-denis-garon(110189)","Mirabel, Quebec
","
                REGSStanding Joint Committee for the Scrutiny of Regulations
            
    ","jean-denis.garon@parl.gc.ca","http://jdgaron.quebec","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-1227
                    Fax: 613-992-1245
                ","
                    Main office -  Mirabel 
                    13479 Curé-Labelle Blvd 
Suite 202 
                    Mirabel, Quebec 
                    J7J 1H1 ","
                    Telephone:  450-430-5535 
Fax:  450-430-5155 "
"","Randall","Garrison","Esquimalt—Saanich—Sooke","British Columbia","NDP","2021-09-20 12:00:00 AM",NA,"/members/en/randall-garrison(71995)","Esquimalt—Saanich—Sooke, British Columbia
","
                JUSTStanding Committee on Justice and Human Rights
            
            
                SJUSSubcommittee on Agenda and Procedure of the Standing Committee on Justice and Human Rights
            
            
                REGSStanding Joint Committee for the Scrutiny of Regulations
            
    ","randall.garrison@parl.gc.ca","http://randallgarrison.ndp.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-996-2625
                    Fax: 613-996-9779
                ","
                    Main office -  Victoria 
                    2-50 Burnside Road West 
                    Victoria, British Columbia 
                    V9A 1B5 ","
                    Telephone:  250-405-6550 
Fax:  250-405-6554 "
"","Marie-Hélène","Gaudreau","Laurentides—Labelle","Quebec","Bloc Québécois","2021-09-20 12:00:00 AM",NA,"/members/en/marie-helene-gaudreau(104806)","Laurentides—Labelle, Quebec
","Caucus Chair
","MH.Gaudreau@parl.gc.ca","http://mhgaudreau.quebec","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-2289
                    Fax: 613-992-6864
                ","
                    Main office -  Mont-Laurier 
                    789 Rue de la Madone 
                    Mont-Laurier, Quebec 
                    J9L 1T3 ","
                    Telephone:  819-440-3091 
Fax:  819-440-3095 "
"","Leah","Gazan","Winnipeg Centre","Manitoba","NDP","2021-09-20 12:00:00 AM",NA,"/members/en/leah-gazan(87121)","Winnipeg Centre, Manitoba
","
                BILIStanding Joint Committee on the Library of Parliament
            
            
                FEWOStanding Committee on the Status of Women
            
            
                SFEWSubcommittee on Agenda and Procedure of the Standing Committee on the Status of Women
            
    ","Leah.Gazan@parl.gc.ca","http://www.leahgazan.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-5308
                    Fax: 613-992-2890
                ","
                    Main office -  Winnipeg 
                    892 Sargent Avenue 
                    Winnipeg, Manitoba 
                    R3E 0C7 ","
                    Telephone:  204-984-1675 
Fax:  204-984-1676 "
"","Bernard","Généreux","Montmagny—L'Islet—Kamouraska—Rivière-du-Loup","Quebec","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/bernard-genereux(63908)","Montmagny—L'Islet—Kamouraska—Rivière-du-Loup, Quebec
","
                LANGStanding Committee on Official Languages
            
            
                INDUStanding Committee on Industry and Technology
            
    ","bernard.genereux@parl.gc.ca","http://www.bernardgenereux.ca/en","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-995-0265
                    Fax: 613-943-1229
                ","
                    Main office -  Montmagny 
                    6 St-Jean Baptiste Street East 
Suite 101 
                    Montmagny, Quebec 
                    G5V 1J7 ","
                    Telephone:  418-248-1211 
Fax:  418-248-1244 "
"","Garnett","Genuis","Sherwood Park—Fort Saskatchewan","Alberta","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/garnett-genuis(89226)","Sherwood Park—Fort Saskatchewan, Alberta
","
                SDIRSubcommittee on International Human Rights of the Standing Committee on Foreign Affairs and International Development
            
    ","garnett.genuis@parl.gc.ca","http://www.garnettgenuismp.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-995-3611
                    Fax: 613-995-3612
                ","
                    Main office -  Sherwood Park 
                    2018 Sherwood Drive 
Suite 214 
                    Sherwood Park, Alberta 
                    T8A 5V3 ","
                    Telephone:  780-467-4944 
Fax:  780-449-1471 "
"","Mark","Gerretsen","Kingston and the Islands","Ontario","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/mark-gerretsen(88802)","Kingston and the Islands, Ontario
","Member of the Board of Internal Economy
                        Deputy House leader of the government
","mark.gerretsen@parl.gc.ca","http://markgerretsen.libparl.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-996-1955
                    Fax: 613-996-1958
                ","
                    Main office -  Kingston 
                    841 Princess Street 
                    Kingston, Ontario 
                    K7L 1G7 ","
                    Telephone:  613-542-3243 
Fax:  613-542-5461 "
"","Marilène","Gill","Manicouagan","Quebec","Bloc Québécois","2021-09-20 12:00:00 AM",NA,"/members/en/marilene-gill(88538)","Manicouagan, Quebec
","Member of the Subcommittee on Review of Parliament’s involvement with associations and recognized Interparliamentary groups 
                        Deputy whip of the Bloc Québécois
                        Member of the Joint Interparliamentary Council
","marilene.gill@parl.gc.ca","http://marilenegill.quebec","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-2363
                    Fax: 613-996-7954
                ","
                    Main office -  Baie-Comeau 
                    1001 Laflèche Blvd 
Suite 201 
                    Baie-Comeau, Quebec 
                    G5C 1C8 ","
                    Telephone:  418-589-0573 
Fax:  581-508-0124 "
